feature,importance
loan_percent_income,0.2414952371583792
loan_grade,0.2052003336603362
loan_int_rate,0.15831534221612437
person_home_ownership,0.09263678854546155
person_income,0.08934405429225468
person_income_log,0.07133608671895035
loan_amnt,0.05929428637837726
loan_intent,0.02805424270055438
person_emp_length,0.017988959674979113
cb_person_default_on_file,0.016758487302590264
person_age,0.010545119305826571
cb_person_cred_hist_length,0.009031062046166136
